"ID","NAME","PRECISE_NAME","LAYER","STATE","COUNTRY"
36,"alabama","","state","AL","US"
18,"alaska","","state","AK","US"
44,"arizona","","state","AZ","US"
14,"arkansas","","state","AR","US"
29,"california","","state","CA","US"
23,"colorado","","state","CO","US"
28,"connecticut","","state","CT","US"
25,"delaware","","state","DE","US"
47,"district of columbia","","state","DC","US"
32,"florida","","state","FL","US"
12,"georgia","","state","GA","US"
35,"hawaii","","state","HI","US"
33,"idaho","","state","ID","US"
40,"illinois","","state","IL","US"
42,"indiana","","state","IN","US"
43,"iowa","","state","IA","US"
15,"kansas","","state","KS","US"
30,"kentucky","","state","KY","US"
46,"louisiana","","state","LA","US"
51,"maine","","state","ME","US"
5,"maryland","","state","MD","US"
31,"massachusetts","","state","MA","US"
22,"michigan","","state","MI","US"
45,"minnesota","","state","MN","US"
19,"mississippi","","state","MS","US"
34,"missouri","","state","MO","US"
26,"montana","","state","MT","US"
16,"nebraska","","state","NE","US"
11,"nevada","","state","NV","US"
38,"new hampshire","","state","NH","US"
24,"new jersey","","state","NJ","US"
4,"new mexico","","state","NM","US"
13,"new york","","state","NY","US"
52,"north carolina","","state","NC","US"
10,"north dakota","","state","ND","US"
3,"ohio","","state","OH","US"
20,"oklahoma","","state","OK","US"
7,"oregon","","state","OR","US"
2,"pennsylvania","","state","PA","US"
6,"rhode island","","state","RI","US"
37,"south carolina","","state","SC","US"
39,"south dakota","","state","SD","US"
41,"tennessee","","state","TN","US"
49,"texas","","state","TX","US"
17,"utah","","state","UT","US"
50,"vermont","","state","VT","US"
48,"virginia","","state","VA","US"
27,"washington","","state","WA","US"
21,"west virginia","","state","WV","US"
9,"wisconsin","","state","WI","US"
1,"wyoming","","state","WY","US"
185409,"'a' mountain","'a' mountain","micro","AZ","US"
176203,"11th st. bridge","11th st. bridge","micro","DE","US"
173656,"169- fall creek","169- fall creek","micro","IN","US"
179550,"16th street heights","16th street heights","micro","DC","US"
190019,"17th street","17th street","micro","FL","US"
232376,"19th ward","19th ward","micro","NY","US"
260939,"21st century","21st century","micro","TN","US"
164111,"28th/ baseline","28th/ baseline","micro","CO","US"
184108,"29th & chase","29th & chase","micro","FL","US"
238289,"39th east","39th east","micro","MO","US"
176240,"40 acres","40 acres","micro","DE","US"
171532,"40th & a","40th & a","micro","NE","US"
196672,"42nd street","42nd street","micro","CA","US"
193250,"441 corridor","441 corridor","micro","FL","US"
184116,"45th & moncrief","45th & moncrief","micro","FL","US"
342468,"45th street","45th street","micro","IL","US"
311365,"5th avenue","5th avenue","micro","OH","US"
353028,"60 acres","60 acres","micro","NJ","US"
172428,"65th st. west","65th st. west","micro","AR","US"
176244,"9th ward area","9th ward area","micro","DE","US"
266354,"a quiet place in the woods","a quiet place in the woods","micro","GA","US"
351520,"a. j. jolly park","a. j. jolly park","micro","KY","US"
200356,"a.c.o.r.n.","a.c.o.r.n.","micro","TX","US"
242641,"aaronsburg","aaronsburg","micro","PA","US"
234687,"aaronsburg","aaronsburg","micro","PA","US"
193637,"abacoa","abacoa","micro","FL","US"
2845,"abbeville","abbeville county","county","SC","US"
261565,"abbey place","abbey place","micro","NC","US"
295069,"abbington","abbington","micro","NC","US"
294770,"abbington ridge","abbington ridge","micro","NC","US"
195462,"abbington woods - wolfchase farms","abbington woods - wolfchase farms","micro","TN","US"
307851,"abbot","abbot","micro","ME","US"
241844,"abbott","abbott","micro","MI","US"
199377,"abbott","abbott","micro","TX","US"
203493,"abbott","abbott","micro","PA","US"
183301,"abbott park","abbott park","micro","IL","US"
346917,"abbotts bridge place","abbotts bridge place","micro","GA","US"
346794,"abbotts cove - addison place","abbotts cove - addison place","micro","GA","US"
339360,"abbotts glen -  howell farms","abbotts glen -  howell farms","micro","GA","US"
346796,"abbotts landing","abbotts landing","micro","GA","US"
346839,"abbotts pond","abbotts pond","micro","GA","US"
346859,"abbotts run - abbotts walk","abbotts run - abbotts walk","micro","GA","US"
346858,"abbotts station","abbotts station","micro","GA","US"
208184,"abbottstown","abbottstown","micro","PA","US"
183244,"abbotville","abbotville","micro","IL","US"
314045,"abby trails","abby trails","micro","OH","US"
165350,"abell","abell","micro","MD","US"
264154,"abellia estates","abellia estates","micro","NC","US"
259614,"abercorn heights - lamara heights - ridgewood","abercorn heights - lamara heights - ridgewood","micro","GA","US"
264390,"abercromby - rawdon","abercromby - rawdon","micro","NC","US"
193758,"aberdeen","aberdeen","micro","FL","US"
190895,"aberdeen","aberdeen","macro","NJ","US"
264549,"aberdeen","aberdeen","micro","NC","US"
303174,"aberdeen","aberdeen","micro","OH","US"
168951,"aberdeen","aberdeen","micro","MD","US"
303137,"aberdeen","greater aberdeen","micro","OH","US"
259705,"aberdeen","aberdeen","micro","SC","US"
347063,"aberdeen - glenridge commons","aberdeen - glenridge commons","micro","GA","US"
307150,"aberdeen glen","aberdeen glen","micro","OH","US"
168952,"aberdeen proving ground","aberdeen proving ground","micro","MD","US"
303918,"aberfelda heights","aberfelda heights","micro","OH","US"
303917,"aberfelda hills","aberfelda hills","micro","OH","US"
200212,"abernathy","greater abernathy","micro","TX","US"
200210,"abernathy","abernathy","micro","TX","US"
201395,"abilene","abilene","macro","TX","US"
201396,"abilene","greater abilene","macro","TX","US"
201389,"abilene airport","abilene airport","micro","TX","US"
201378,"abilene heights","abilene heights","micro","TX","US"
201394,"abilene original town","abilene original town","micro","TX","US"
328221,"abingdon","greater abingdon","micro","IL","US"
169026,"abingdon","abingdon","macro","MD","US"
328213,"abingdon","abingdon","micro","IL","US"
128610,"abington","abington","micro","MA","US"
128678,"abington","abington","superm","MA","US"
264988,"abington","abington","micro","NC","US"
128646,"abington","abington","macro","MA","US"
182234,"aboite center","aboite center","micro","IN","US"
182158,"aboite meadows","aboite meadows","micro","IN","US"
351721,"abra honda","abra honda","micro","PR","US"
352604,"abra san francisco","abra san francisco","micro","PR","US"
354298,"abraham lincoln airport","abraham lincoln airport","micro","IL","US"
198505,"abram","abram","micro","TX","US"
352115,"abras","abras","micro","PR","US"
190960,"absecon","absecon","micro","NJ","US"
190911,"absecon highlands","absecon highlands","micro","NJ","US"
193462,"acacia villas","acacia villas","micro","FL","US"
181280,"academy","academy","micro","MO","US"
181344,"academy gardens","academy gardens","micro","PA","US"
263604,"academy hill","academy hill","micro","NC","US"
162978,"academy hills","academy hills","micro","NM","US"
346980,"academy park","academy park","micro","GA","US"
243065,"academy square","academy square","micro","TN","US"
262164,"acadia","acadia","micro","SC","US"
1871,"acadia","acadia county","county","LA","US"
182811,"acalanes ridge","acalanes ridge","micro","CA","US"
202964,"acampo","acampo","micro","CA","US"
171566,"accent","accent","micro","IA","US"
128805,"accokeek","accokeek","micro","MD","US"
2222,"accomack","accomack county","county","VA","US"
239618,"accord","accord","micro","NY","US"
340444,"ace mobile home park","ace mobile home park","micro","GA","US"
351666,"aceitunas","aceitunas","micro","PR","US"
351667,"aceitunas","greater aceitunas","micro","PR","US"
352313,"achiote","achiote","micro","PR","US"
199700,"ackerly","ackerly","micro","TX","US"
233103,"ackermanville","ackermanville","micro","PA","US"
243083,"acklen - westgrove","acklen - westgrove","micro","TN","US"
190987,"acline - riviera lagoons","acline - riviera lagoons","micro","FL","US"
209792,"acme","greater acme","micro","MI","US"
213915,"acme","acme","micro","WA","US"
209770,"acme","acme","micro","MI","US"
187069,"acorn","acorn","micro","CA","US"
132166,"acre","acre","micro","MA","US"
195611,"acres home","acres home","micro","TX","US"
168012,"active bethel citizens","active bethel citizens","micro","OR","US"
180307,"acton","acton","micro","CA","US"
132130,"acton","acton","micro","MA","US"
305606,"acton","acton","micro","ME","US"
173751,"acton","acton","micro","IN","US"
132264,"acton","acton","macro","MA","US"
305627,"acton","greater acton","micro","ME","US"
304549,"acton lake","greater acton lake","micro","OH","US"
304559,"acton lake","acton lake","micro","OH","US"
200287,"acuff","acuff","micro","TX","US"
134076,"acushnet","acushnet","superm","MA","US"
134053,"acushnet","acushnet","macro","MA","US"
134036,"acushnet cedar swamp","acushnet cedar swamp","micro","MA","US"
133993,"acushnet center","greater acushnet center","micro","MA","US"
134028,"acushnet center","acushnet center","micro","MA","US"
340056,"acworth","acworth","macro","GA","US"
340029,"acworth beach - r s tippin","acworth beach - r s tippin","micro","GA","US"
340019,"acworth industrial park","acworth industrial park","micro","GA","US"
3064,"ada","ada county","county","ID","US"
311840,"ada","greater ada","micro","OH","US"
311839,"ada","ada","micro","OH","US"
209956,"adair","adair","micro","MI","US"
328262,"adair","greater adair","micro","IL","US"
2822,"adair","adair county","county","KY","US"
453,"adair","adair county","county","IA","US"
3197,"adair","adair county","county","MO","US"
328286,"adair","adair","micro","IL","US"
827,"adair","adair county","county","OK","US"
347202,"adair park","adair park","micro","GA","US"
340733,"adair park","adair park","micro","GA","US"
261567,"adam's bluff","adam's bluff","micro","NC","US"
132429,"adam's shore","adam's shore","micro","MA","US"
181830,"adams","adams","macro","IN","US"
195829,"adams","adams","micro","CA","US"
443,"adams","adams county","county","IA","US"
1243,"adams","adams county","county","IN","US"
186,"adams","adams county","county","IL","US"
1120,"adams","adams county","county","NE","US"
165,"adams","adams county","county","WA","US"
307383,"adams","adams","micro","OH","US"
240491,"adams","adams","micro","NY","US"
264597,"adams","adams","micro","OH","US"
553,"adams","adams county","county","CO","US"
165125,"adams","adams town","macro","MA","US"
164902,"adams","greater adams","micro","MA","US"
164895,"adams","adams","micro","MA","US"
3122,"adams","adams county","county","MS","US"
243211,"adams","greater adams","micro","TN","US"
2946,"adams","adams county","county","ND","US"
307014,"adams","adams","micro","OH","US"
1465,"adams","adams county","county","OH","US"
241536,"adams","adams","micro","MI","US"
3055,"adams","adams county","county","ID","US"
1023,"adams","adams county","county","PA","US"
242437,"adams","adams","micro","PA","US"
302663,"adams","adams county","macro","OH","US"
2603,"adams","adams county","county","WI","US"
183713,"adams","adams","micro","WA","US"
208220,"adams","adams county","macro","PA","US"
240449,"adams","greater adams","micro","NY","US"
243212,"adams","adams","micro","TN","US"
180406,"adams - normandie","adams - normandie","micro","CA","US"
232346,"adams basin","adams basin","micro","NY","US"
240492,"adams center","adams center","micro","NY","US"
239129,"adams corners","adams corners","micro","NY","US"
340197,"adams crossroads","adams crossroads","micro","GA","US"
265144,"adams farm","adams farm","micro","NC","US"
180112,"adams hill","adams hill","micro","CA","US"
339535,"adams landing","adams landing","micro","GA","US"
307397,"adams mills","adams mills","micro","OH","US"
179493,"adams morgan","adams morgan","micro","DC","US"
294680,"adams mountain","adams mountain","micro","NC","US"
179871,"adams north","adams north","micro","CA","US"
347242,"adams park","adams park","micro","GA","US"
195320,"adams park - omaha view","adams park - omaha view","micro","NE","US"
187150,"adams point","adams point","micro","CA","US"
206091,"adamsburg","adamsburg","micro","PA","US"
340665,"adamson whiteline","adamson whiteline","micro","GA","US"
156988,"adamstown","adamstown","micro","MD","US"
208575,"adamstown","adamstown","micro","PA","US"
232874,"adamsville","greater adamsville","micro","PA","US"
347445,"adamsville","adamsville","micro","GA","US"
302976,"adamsville","adamsville","micro","OH","US"
307435,"adamsville","adamsville","micro","OH","US"
232873,"adamsville","adamsville","micro","PA","US"
199926,"adamsville","adamsville","micro","TX","US"
307377,"adamsville","greater adamsville","micro","OH","US"
305189,"adario","adario","micro","OH","US"
305222,"adario","greater adario","micro","OH","US"
180469,"addams","addams","micro","CA","US"
195636,"addicks park ten","addicks park ten","micro","TX","US"
354725,"addieville","addieville","micro","IL","US"
354731,"addieville","greater addieville","micro","IL","US"
302972,"addison","greater addison","micro","OH","US"
1330,"addison","addison county","county","VT","US"
206086,"addison","addison","micro","PA","US"
182995,"addison","addison","micro","IL","US"
343061,"addison","greater addison","micro","NY","US"
302971,"addison","addison","micro","OH","US"
208765,"addison","addison","micro","MI","US"
343030,"addison","addison","micro","NY","US"
306870,"addison","addison","micro","ME","US"
183023,"addison","addison township","macro","IL","US"
198985,"addison","addison","micro","TX","US"
306893,"addison","greater addison","micro","ME","US"
206074,"addison","greater addison","micro","PA","US"
180037,"addison - orange","addison - orange","micro","MA","US"
193280,"addison court - royal palm point","addison court - royal palm point","micro","FL","US"
339478,"addison heights","addison heights","micro","GA","US"
193741,"addison reserve","addison reserve","micro","FL","US"
303822,"addison road estates","addison road estates","micro","OH","US"
188490,"addyston","addyston","micro","OH","US"
184996,"adelanto","adelanto","micro","CA","US"
192953,"adelbert - dolyk wood","adelbert - dolyk wood","micro","OH","US"
342390,"adeline","adeline","micro","IL","US"
342384,"adeline","greater adeline","micro","IL","US"
302749,"adelphi","adelphi","micro","OH","US"
129471,"adelphi","adelphi","macro","MD","US"
128700,"adelphi","adelphi","micro","MD","US"
304825,"adena","adena","micro","OH","US"
203103,"adin","adin","micro","CA","US"
262610,"adirondack","greater adirondack","micro","NY","US"
262619,"adirondack","adirondack","micro","NY","US"
240683,"adirondack state park","adirondack state park","macro","NY","US"
243041,"adirondacks","adirondacks","superm","NY","US"
351962,"adjuntas","adjuntas","micro","PR","US"
2379,"adjuntas","adjuntas municipality","county","PR","US"
356526,"adjuntas","adjuntas municipality","macro","PR","US"
346947,"admiral ridge","admiral ridge","micro","GA","US"
193639,"admirals cove","admirals cove","micro","FL","US"
180031,"admirals hill","admirals hill","micro","MA","US"
189852,"adobe meadow - meadow park","adobe meadow - meadow park","micro","CA","US"
199753,"adobe meadows-pavilion park","adobe meadows-pavilion park","micro","TX","US"
205733,"adrian","adrian","micro","PA","US"
201232,"adrian","greater adrian","micro","TX","US"
343024,"adrian","adrian","micro","NY","US"
305263,"adrian","adrian","micro","OH","US"
208774,"adrian","adrian","micro","MI","US"
328127,"adrian","adrian","micro","IL","US"
201229,"adrian","adrian","micro","TX","US"
164689,"adventure district","adventure district","micro","OK","US"
193540,"aero club","aero club","micro","FL","US"
263902,"aero plantation","aero plantation","micro","NC","US"
182014,"aetna","aetna","micro","IN","US"
261334,"aetna","aetna","micro","TN","US"
179035,"aetna","aetna","macro","IL","US"
261356,"aetna","greater aetna","micro","TN","US"
184342,"aetna estates","aetna estates","micro","CO","US"
307200,"affairs of the community","affairs of the community","micro","OH","US"
259436,"affton","affton","micro","MO","US"
342516,"afolkey","afolkey","micro","IL","US"
166683,"afton","afton","macro","KS","US"
344429,"afton","afton","micro","IL","US"
240736,"afton","greater afton","micro","NY","US"
166644,"afton","afton","micro","KS","US"
240739,"afton","afton","micro","NY","US"
228255,"afton","afton","micro","TN","US"
166735,"afton","afton","superm","KS","US"
195640,"afton oaks - river oaks","afton oaks - river oaks","micro","TX","US"
132218,"agassiz","agassiz","micro","MA","US"
258599,"agave","agave","micro","TX","US"
142198,"agawam town","agawam town","micro","MA","US"
142295,"agawam town","agawam town","superm","MA","US"
142273,"agawam town","agawam town","macro","MA","US"
261469,"agency","agency","micro","MO","US"
261468,"agency","greater agency","micro","MO","US"
340732,"agnes scott","agnes scott","micro","GA","US"
180313,"agoura hills","agoura hills","micro","CA","US"
180524,"agoura hills - malibu","agoura hills - malibu ccd","macro","CA","US"
209593,"agua dulce","agua dulce","micro","TX","US"
180295,"agua dulce","agua dulce","micro","CA","US"
258166,"agua dulce","agua dulce","micro","TX","US"
185564,"agua dulce","agua dulce","micro","AZ","US"
191279,"agua fria","agua fria","micro","AZ","US"
179935,"agua hedionda","agua hedionda","micro","CA","US"
185073,"agua mansa","agua mansa","micro","CA","US"
352579,"aguacate","aguacate","micro","PR","US"
351637,"aguacate","aguacate","micro","PR","US"
356527,"aguada","aguada municipality","macro","PR","US"
351644,"aguada","aguada","micro","PR","US"
2559,"aguada","aguada municipality","county","PR","US"
2073,"aguadilla","aguadilla municipality","county","PR","US"
356528,"aguadilla","aguadilla municipality","macro","PR","US"
351636,"aguadilla","aguadilla","micro","PR","US"
202738,"aguajito oaks","aguajito oaks","micro","CA","US"
180619,"aguanga","aguanga","micro","CA","US"
351885,"aguas blancas","aguas blancas","micro","PR","US"
352199,"aguas buenas","aguas buenas","micro","PR","US"
356529,"aguas buenas","aguas buenas municipality","macro","PR","US"
2545,"aguas buenas","aguas buenas municipality","county","PR","US"
352477,"aguas claras","aguas claras","micro","PR","US"
187392,"aguila","aguila","micro","AZ","US"
200874,"aguilares","aguilares","micro","TX","US"
352527,"aguilita","aguilita","micro","PR","US"
352519,"aguirre","aguirre","micro","PR","US"
185582,"aguirre pass","aguirre pass","micro","AZ","US"
175253,"agurs","agurs","micro","LA","US"
209724,"ahgosatown","ahgosatown","micro","MI","US"
173645,"ahtanum","ahtanum","micro","WA","US"
173790,"ahtanum","ahtanum","macro","WA","US"
201735,"ahwahnee","ahwahnee","micro","CA","US"
187354,"ahwatukee foothills","ahwatukee foothills","micro","AZ","US"
340679,"ahyoka estates","ahyoka estates","micro","GA","US"
2397,"aibonito","aibonito municipality","county","PR","US"
352178,"aibonito","aibonito","micro","PR","US"
351960,"aibonito","aibonito","micro","PR","US"
356530,"aibonito","aibonito municipality","macro","PR","US"
351747,"aibonito","aibonito","micro","PR","US"
302914,"aid","greater aid","micro","OH","US"
302929,"aid","aid","micro","OH","US"
176460,"aiea","aiea","micro","HI","US"
176474,"aiea - waimanalo","aiea - waimanalo","macro","HI","US"
341068,"aiken","aiken","micro","IL","US"
2849,"aiken","aiken county","county","SC","US"
341062,"aiken","greater aiken","micro","IL","US"
295139,"aiken parkway - charleston commons","aiken parkway - charleston commons","micro","NC","US"
199976,"aiken-neuville","aiken-neuville","micro","TX","US"
172618,"air force academy","air force academy","micro","CO","US"
312533,"air harbor - geddes hall","air harbor - geddes hall","micro","SC","US"
191051,"airglades airport","airglades airport","micro","FL","US"
294931,"airington","airington","micro","NC","US"
186714,"airmont","airmont","micro","AL","US"
135210,"airmont","airmont","micro","NY","US"
351498,"airpark international - riverview business park","airpark international - riverview business park","micro","KY","US"
303949,"airpark ohio","airpark ohio","micro","OH","US"
209000,"airport","airport","micro","MI","US"
259351,"airport","airport","micro","MO","US"
259318,"airport - normandy","airport - normandy","macro","MO","US"
303214,"airport - riverfront","airport - riverfront","micro","OH","US"
189489,"airport area","airport area","micro","FL","US"
197968,"airport commerce center","airport commerce center","micro","FL","US"
260399,"airport drive","airport drive","micro","MO","US"
200862,"airport heights","airport heights","micro","TX","US"
242093,"airport industrial park","airport industrial park","micro","NJ","US"
184584,"airport north","airport north","micro","FL","US"
171426,"airport park","airport park","micro","WI","US"
198224,"airport road addition","airport road addition","micro","TX","US"
172944,"airport/industrial park","airport/industrial park","micro","UT","US"
173380,"airway heights","greater airway heights","micro","WA","US"
173392,"airway heights","airway heights","micro","WA","US"
173424,"airway heights","airway heights ccd","macro","WA","US"
1813,"aitkin","aitkin county","county","MN","US"
185600,"ajo","ajo ccd","macro","AZ","US"
185436,"ajo","ajo","micro","AZ","US"
185435,"ajo","greater ajo","micro","AZ","US"
185437,"ak chin","ak chin","micro","AZ","US"
191341,"ak-chin village","ak-chin village","micro","AZ","US"
195273,"ak-sar-ben - elmwood","ak-sar-ben - elmwood","micro","NE","US"
354497,"akin","greater akin","micro","IL","US"
354524,"akin","akin","micro","IL","US"
140963,"akron","akron","superm","IL","US"
193110,"akron","akron","macro","OH","US"
236370,"akron","greater akron","micro","NY","US"
236346,"akron","akron","micro","NY","US"
210027,"akron","greater akron","micro","MI","US"
140874,"akron","akron","micro","IL","US"
210005,"akron","akron","micro","MI","US"
140884,"akron","akron","macro","IL","US"
208574,"akron","akron","micro","PA","US"
303445,"al-char lakes","al-char lakes","micro","OH","US"
352045,"ala de la piedra","ala de la piedra","micro","PR","US"
176462,"ala moana-kakaako","ala moana-kakaako","micro","HI","US"
232174,"alabama","alabama","micro","NY","US"
232172,"alabama","greater alabama","micro","NY","US"
213916,"alabama hill","alabama hill","micro","WA","US"
197646,"alachua","alachua","micro","FL","US"
2997,"alachua","alachua county","county","FL","US"
184573,"alafaya","alafaya","micro","FL","US"
184468,"alafaya","alafaya ccd","macro","FL","US"
184637,"alafaya","greater alafaya","micro","FL","US"
241915,"alaiedon","alaiedon","micro","MI","US"
264936,"alamance","alamance","micro","NC","US"
787,"alamance","alamance county","county","NC","US"
264947,"alamance","alamance county","macro","NC","US"
264937,"alamance","greater alamance","micro","NC","US"
189801,"alamden valley","alamden valley","micro","CA","US"
165009,"alameda","alameda","micro","OR","US"
187201,"alameda","alameda","macro","CA","US"
962,"alameda","alameda county","county","CA","US"
186941,"alameda point","alameda point","micro","CA","US"
162928,"alameda valley","alameda valley","micro","NM","US"
180509,"alamitos beach","alamitos beach","micro","CA","US"
162334,"alamo","alamo","micro","NV","US"
214067,"alamo","alamo","micro","MI","US"
162335,"alamo","greater alamo","micro","NV","US"
258704,"alamo","alamo","micro","TX","US"
198462,"alamo","alamo","micro","TX","US"
162466,"alamo","alamo ccd","macro","NV","US"
182722,"alamo","alamo","micro","CA","US"
258788,"alamo beach","alamo beach","micro","TX","US"
201906,"alamo heights","alamo heights","micro","TX","US"
199264,"alamo heights","alamo heights","micro","TX","US"
191480,"alamo lake","alamo lake","micro","AZ","US"
202054,"alamo region","alamo region","superm","TX","US"
240347,"alamo square","alamo square","micro","CA","US"
1720,"alamosa","alamosa county","county","CO","US"
193192,"alandco","alandco","micro","FL","US"
197331,"alaqua lakes","alaqua lakes","micro","FL","US"
346983,"alara park bridge","alara park bridge","micro","GA","US"
341021,"alba","alba","micro","IL","US"
200165,"alba","alba","micro","TX","US"
209675,"alba","greater alba","micro","MI","US"
209674,"alba","alba","micro","MI","US"
260419,"alba","alba","micro","MO","US"
206269,"alba","alba","micro","PA","US"
202954,"alba","alba","micro","CA","US"
200175,"alba","greater alba","micro","TX","US"
302877,"albany","albany","micro","OH","US"
187198,"albany","albany","macro","CA","US"
262436,"albany","albany","macro","NY","US"
342582,"albany","greater albany","micro","IL","US"
201353,"albany","greater albany","micro","TX","US"
302891,"albany","greater albany","micro","OH","US"
2423,"albany","albany county","county","NY","US"
201350,"albany","albany","micro","TX","US"
342590,"albany","albany","micro","IL","US"
1315,"albany","albany county","county","WY","US"
313993,"albany commons","albany commons","micro","OH","US"
186945,"albany hill","albany hill","micro","CA","US"
182309,"albany park","albany park","micro","IL","US"
186952,"albany terrace - somar","albany terrace - somar","micro","CA","US"
238839,"albatross","albatross","micro","MO","US"
241549,"albee","albee","micro","MI","US"
1698,"albemarle","albemarle county","county","VA","US"
243314,"albemarle park","albemarle park","micro","NC","US"
356333,"albers","greater albers","micro","IL","US"
356355,"albers","albers","micro","IL","US"
187985,"albertson","albertson","micro","NY","US"
305045,"albion","albion","micro","OH","US"
232473,"albion","greater albion","micro","NY","US"
346218,"albion","greater albion","micro","IL","US"
214022,"albion","albion","micro","MI","US"
232895,"albion","albion","micro","PA","US"
307609,"albion","albion","micro","ME","US"
201695,"albion","albion","micro","CA","US"
174022,"albion","albion","macro","WI","US"
214040,"albion","greater albion","micro","MI","US"
346217,"albion","albion","micro","IL","US"
173967,"albion","albion","micro","WI","US"
232446,"albion","albion","micro","NY","US"
260760,"albion","albion","micro","NJ","US"
266634,"albion","albion","micro","NJ","US"
264720,"albon lake","albon lake","micro","OH","US"
264457,"albright","albright","micro","NC","US"
234052,"albrightsville","albrightsville","micro","PA","US"
209650,"album","album","micro","TX","US"
162990,"albuquerque","albuquerque","macro","NM","US"
233048,"alburtis","alburtis","micro","PA","US"
213319,"alcoa","alcoa","micro","TN","US"
242359,"alcoma three lakes","alcoma three lakes","macro","PA","US"
115,"alcona","alcona county","county","MI","US"
3118,"alcorn","alcorn county","county","MS","US"
181614,"alcott park","alcott park","micro","WI","US"
136291,"alcova heights","alcova heights","micro","VA","US"
195361,"alcy - dunn","alcy - dunn","micro","TN","US"
182112,"aldale acres","aldale acres","micro","IN","US"
192562,"aldan","aldan","micro","PA","US"
236347,"alden","alden","micro","NY","US"
344945,"alden","greater alden","micro","IL","US"
344935,"alden","alden","micro","IL","US"
209702,"alden","greater alden","micro","MI","US"
209690,"alden","alden","micro","MI","US"
236309,"alden","greater alden","micro","NY","US"
197060,"alden bridge","alden bridge","micro","TX","US"
340405,"alden woods - fireside","alden woods - fireside","micro","GA","US"
142206,"aldenville","aldenville","micro","MA","US"
163522,"alder","alder","micro","WA","US"
186669,"alderbrook","alderbrook","micro","AL","US"
265170,"alderbrook - lilliefield","alderbrook - lilliefield","micro","NC","US"
184288,"alderman park","alderman park","micro","FL","US"
201642,"alderpoint","alderpoint","micro","CA","US"
240285,"aldersgate","aldersgate","micro","NC","US"
163536,"alderton","alderton","micro","WA","US"
165532,"alderwood manor","alderwood manor","micro","WA","US"
340562,"alderwoods","alderwoods","micro","GA","US"
195566,"aldine","aldine","micro","TX","US"
303951,"aldon estates","aldon estates","micro","OH","US"
342312,"aledo","greater aledo","micro","IL","US"
198889,"aledo","aledo","micro","TX","US"
342302,"aledo","aledo","micro","IL","US"
242283,"aleppo","aleppo","micro","PA","US"
242496,"aleppo","aleppo","micro","PA","US"
303252,"alert","alert","micro","OH","US"
185045,"alessandro","alessandro","micro","CA","US"
180622,"alessandro","alessandro","micro","CA","US"
180621,"alessandro heights","alessandro heights","micro","CA","US"
1005,"aleutians east","aleutians east county","county","AK","US"
1070,"aleutians west","aleutians west county","county","AK","US"
306894,"alexander","greater alexander","micro","ME","US"
354473,"alexander","alexander county","macro","IL","US"
354276,"alexander","alexander","micro","IL","US"
232166,"alexander","greater alexander","micro","NY","US"
3211,"alexander","alexander county","county","IL","US"
306871,"alexander","alexander","micro","ME","US"
1848,"alexander","alexander county","county","NC","US"
354277,"alexander","greater alexander","micro","IL","US"
232154,"alexander","alexander","micro","NY","US"
339879,"alexander - groover park","alexander - groover park","micro","GA","US"
132964,"alexander avenue","alexander avenue","micro","CT","US"
228265,"alexander mill","alexander mill","micro","TN","US"
186493,"alexander valley","alexander valley","macro","CA","US"
295037,"alexander woods","alexander woods","micro","NC","US"
228438,"alexander's grove","alexander's grove","micro","TN","US"
261927,"alexandria","alexandria","micro","NJ","US"
351542,"alexandria","alexandria","macro","KY","US"
136651,"alexandria","alexandria","superm","VA","US"
262303,"alexandria","alexandria","micro","SC","US"
351518,"alexandria","alexandria","micro","KY","US"
196307,"alexandria","alexandria","micro","OH","US"
196306,"alexandria","greater alexandria","micro","OH","US"
1076,"alexandria","alexandria county","county","VA","US"
234474,"alexandria","alexandria","micro","PA","US"
339920,"alexandria","alexandria","micro","GA","US"
136628,"alexandria","alexandria","macro","VA","US"
240493,"alexandria bay","alexandria bay","micro","NY","US"
240450,"alexandria bay","greater alexandria bay","micro","NY","US"
136413,"alexandria west","alexandria west","micro","VA","US"
328334,"alexis","greater alexis","micro","IL","US"
328354,"alexis","alexis","micro","IL","US"
261770,"alexis","alexis","micro","NC","US"
263974,"alexis pointe","alexis pointe","micro","NC","US"
831,"alfalfa","alfalfa county","county","OK","US"
234574,"alfarata","alfarata","micro","PA","US"
197902,"alford","alford","micro","FL","US"
164903,"alford","alford","micro","MA","US"
197907,"alford","greater alford","micro","FL","US"
165109,"alford","alford","macro","MA","US"
197914,"alford - sneads","alford - sneads","macro","FL","US"
236171,"alfred","greater alfred","micro","NY","US"
305628,"alfred","greater alfred","micro","ME","US"
258146,"alfred","alfred","micro","TX","US"
236158,"alfred","alfred","micro","NY","US"
305607,"alfred","alfred","micro","ME","US"
214014,"algansee","algansee","micro","MI","US"
351922,"algarrobo","algarrobo","micro","PR","US"
352560,"algarrobo","algarrobo","micro","PR","US"
352395,"algarrobo","algarrobo","micro","PR","US"
352459,"algarrobo","algarrobo","micro","PR","US"
351803,"algarrobos","algarrobos","micro","PR","US"
311826,"alger","greater alger","micro","OH","US"
311813,"alger","alger","micro","OH","US"
140,"alger","alger county","county","MI","US"
241684,"alger heights","alger heights","micro","MI","US"
179187,"algiers","algiers","micro","LA","US"
196884,"algoa","algoa","micro","TX","US"
241635,"algoma","algoma","micro","MI","US"
183752,"algona","algona","micro","WA","US"
